Campaign Member ID,Contact ID,Campaign Name,Last Touch Channel,Campaign Response Date,Interaction Status,Account Type,Account Tier,Region,Meeting Booked,Meeting Booked Date,Opportunity ID,Timestamp Date Qualified,Pipeline Revenue Share,Opportunity Stage,Closed Won CARR,AE Owner
CM-12461,CON-52461,[Organic Social],Organic Social,2026-03-30,-,Prospect,Tier 2,West,No,,,,,,,Sarah Mitchell
CM-10778,CON-50778,CY26 Q1 direct-mail-1many-socks-journal (1/05/2026),Direct Mail,2026-01-08,Gift Delivered,Customer,Tier 2,West,No,,,,,,,Rachel Torres
CM-10334,CON-50334,CY26 Q1 - Hosted - Columbus Blue Jackets - 2026-01-28,Hosted Events,2026-01-29,Attended,Customer,Tier 1,Northeast,Yes,2026-02-17,OPP-80070,2026-02-24,144000.0,Closed Won,144000.0,Sarah Mitchell
CM-11607,CON-51607,CY26 Q1 - Industry - AAJ Winter Convention,Industry Events,2026-02-13,Attended,Prospect,Tier 2,West,No,,,,,,,Marcus Webb
CM-12405,CON-52405,[Organic Search],Organic Search,2026-01-24,-,Customer,Tier 1,Southwest,No,,,,,,,Sarah Mitchell
CM-11597,CON-51597,CY26 Q1 - Industry - AAJ Winter Convention,Industry Events,2026-02-08,Attended,Customer,Tier 1,Southeast,No,,,,,,,Rachel Torres
CM-11919,CON-51919,CY26 Q1 - Webinar - PI Firm Cash Flow Deep Dive,Webinar,2026-03-12,No Show,Prospect,Tier 2,Northeast,No,,,,,,,Sarah Mitchell
CM-12483,CON-52483,[Direct Traffic],Direct Traffic,2026-01-17,-,Prospect,Tier 2,Southeast,No,,,,,,,Marcus Webb
CM-11021,CON-51021,CY26 Q1 direct-mail-1many-fortune-cookies (2/06/2026),Direct Mail,2026-02-08,Gift Delivered,Prospect,Tier 1,Southwest,No,,,,,,,Rachel Torres
CM-10124,CON-50124,CY26 Q1 - Hosted - Boston Bruins vs NY Rangers - 2026-01-10,Hosted Events,2026-01-15,No Show,Prospect,Tier 2,Midwest,No,,,,,,,Marcus Webb
CM-12283,CON-52283,[Paid Search],Paid Search,2026-02-02,-,Prospect,Tier 2,Northeast,No,,,,,,,Sarah Mitchell
CM-12248,CON-52248,[Paid Search],Paid Search,2026-02-25,-,Prospect,Tier 2,West,No,,,,,,,David Kim
CM-10250,CON-50250,CY26 Q1 - Hosted - Chicago Bears Wild Card - 2026-01-10,Hosted Events,2026-01-12,Attended,Prospect,Tier 2,West,No,,,,,,,Sarah Mitchell
CM-11789,CON-51789,CY26 Q1 - Webinar - AI Demand Letter Best Practices,Webinar,2026-01-20,Attended,Prospect,Tier 1,Southeast,No,,,,,,,Marcus Webb
CM-10895,CON-50895,CY26 Q1 direct-mail-1many-desk-clock (2/20/2026),Direct Mail,2026-02-19,-,Prospect,Tier 2,Southwest,No,,,,,,,Sarah Mitchell
CM-10995,CON-50995,CY26 Q1 direct-mail-1many-fortune-cookies (2/06/2026),Direct Mail,2026-02-07,Gift Delivered,Customer,Tier 2,Midwest,No,,,,,,,Sarah Mitchell
CM-12272,CON-52272,[Paid Search],Paid Search,2026-03-08,-,Customer,Enterprise,Midwest,No,,,,,,,Sarah Mitchell
CM-10370,CON-50370,CY26 Q1 - Hosted - Elevate Conference Utah Dinner - 2026-02-05,Hosted Events,2026-02-07,Attended,Customer,Tier 1,Southwest,No,,,,,,,Sarah Mitchell
CM-12273,CON-52273,[Paid Search],Paid Search,2026-01-27,-,Prospect,Tier 2,Midwest,No,,,,,,,Rachel Torres
CM-12473,CON-52473,[Organic Social],Organic Social,2026-01-22,-,Churned,Enterprise,Northeast,No,,,,,,,Sarah Mitchell
CM-11852,CON-51852,CY26 Q1 - Webinar - Settlement Benchmarks Report,Webinar,2026-02-17,No Show,Prospect,Tier 1,Midwest,No,,,,,,,Marcus Webb
CM-10237,CON-50237,CY26 Q1 - Hosted - Chicago Bears Wild Card - 2026-01-10,Hosted Events,2026-01-15,Registered,Customer,Tier 2,West,No,,,,,,,David Kim
CM-10221,CON-50221,CY26 Q1 - Hosted - Cabot Citrus Golf - 2026-02-08,Hosted Events,2026-02-08,Attended,Prospect,Enterprise,West,No,,,,,,,Marcus Webb
CM-11068,CON-51068,CY26 Q1 direct-mail-1many-fortune-cookies (2/06/2026),Direct Mail,2026-02-06,Gift Delivered,Prospect,Tier 1,Midwest,Yes,2026-02-20,OPP-80146,2026-03-16,97600.0,Closed Won,97600.0,Rachel Torres
CM-11651,CON-51651,CY26 Q1 - Industry - AAJ Winter Convention,Industry Events,2026-02-08,Attended,Customer,Tier 2,Southeast,No,,,,,,,Rachel Torres
CM-10671,CON-50671,CY26 Q1 direct-mail-1many-socks-journal (1/05/2026),Direct Mail,2026-01-03,Gift Delivered,Prospect,Tier 2,West,No,,,,,,,James O'Brien
CM-11231,CON-51231,CY26 Q1 direct-mail-1many-journal-socks (2/20/2026),Direct Mail,2026-02-20,Gift Delivered,Prospect,Tier 2,Northeast,No,,,,,,,Marcus Webb
CM-10797,CON-50797,CY26 Q1 direct-mail-1many-socks-journal (1/05/2026),Direct Mail,2026-01-07,Gift Delivered,Customer,Tier 2,Northeast,No,,,,,,,Marcus Webb
CM-11359,CON-51359,CY26 Q1 direct-mail-1many-milkbar-cake (1/29/26),Direct Mail,2026-02-02,Gift Delivered,Prospect,Tier 2,Southeast,No,,,,,,,Sarah Mitchell
CM-10095,CON-50095,CY26 Q1 - Hosted - Big East Tournament - 2026-03-13,Hosted Events,2026-03-13,Attended,Prospect,Tier 2,Midwest,No,,,,,,,Marcus Webb
CM-12383,CON-52383,[Organic Search],Organic Search,2026-02-28,-,Customer,Enterprise,West,No,,,,,,,James O'Brien
CM-10439,CON-50439,CY26 Q1 - Hosted - Florida Panthers - 2026-02-04,Hosted Events,2026-02-09,Attended,Customer,Enterprise,Midwest,Yes,2026-03-02,,,,,,David Kim
CM-11658,CON-51658,CY26 Q1 - Industry - AAJ Winter Convention,Industry Events,2026-02-08,Badge Scan,Prospect,Tier 2,Northeast,No,,,,,,,David Kim
CM-11613,CON-51613,CY26 Q1 - Industry - AAJ Winter Convention,Industry Events,2026-02-12,Visited Booth,Customer,Enterprise,Southeast,No,,,,,,,James O'Brien
CM-11558,CON-51558,CY26 Q1 - Industry - NTL Miami Conference,Industry Events,2026-01-22,Visited Booth,Prospect,Tier 2,Southwest,Yes,2026-02-02,OPP-80172,2026-03-02,60300.0,Negotiation,,Sarah Mitchell
CM-11452,CON-51452,CY26 Q1 direct-mail-1many-milkbar-cake (1/29/26),Direct Mail,2026-02-03,Gift Delivered,Prospect,Enterprise,Southwest,No,,,,,,,Marcus Webb
CM-11335,CON-51335,CY26 Q1 direct-mail-1many-oreos-6pack (2/20/2026),Direct Mail,2026-02-20,Gift Delivered,Customer,Enterprise,Northeast,No,,,,,,,Marcus Webb
CM-10740,CON-50740,CY26 Q1 direct-mail-1many-socks-journal (1/05/2026),Direct Mail,2026-01-10,Gift Delivered,Prospect,Enterprise,Northeast,No,,,,,,,Sarah Mitchell
CM-12086,CON-52086,CY26 Q1 - Email - Express Demands Launch,Email Marketing,2026-02-27,Opened,Churned,Tier 1,Midwest,No,,,,,,,Rachel Torres
CM-11997,CON-51997,CY26 Q1 - Email - January Product Update,Email Marketing,2026-01-11,Opened,Prospect,Tier 1,Southeast,Yes,2026-01-13,OPP-80203,2026-02-02,144100.0,Negotiation,,James O'Brien
CM-10971,CON-50971,CY26 Q1 direct-mail-1many-desk-clock (2/20/2026),Direct Mail,2026-02-22,Gift Delivered,Customer,Tier 2,Southeast,No,,,,,,,James O'Brien
CM-11887,CON-51887,CY26 Q1 - Webinar - Settlement Benchmarks Report,Webinar,2026-02-12,Attended,Prospect,Tier 2,Southeast,No,,,,,,,Marcus Webb
CM-11218,CON-51218,CY26 Q1 direct-mail-1many-journal-socks (2/20/2026),Direct Mail,2026-02-22,Gift Delivered,Churned,Enterprise,West,No,,,,,,,Marcus Webb
CM-11348,CON-51348,CY26 Q1 direct-mail-1many-oreos-6pack (2/20/2026),Direct Mail,2026-02-19,-,Prospect,Tier 1,Midwest,No,,,,,,,Sarah Mitchell
CM-12514,CON-52514,[Direct Traffic],Direct Traffic,2026-01-26,-,Customer,Enterprise,Southwest,No,,,,,,,Rachel Torres
CM-12270,CON-52270,[Paid Search],Paid Search,2026-02-11,-,Prospect,Tier 2,Northeast,No,,,,,,,Rachel Torres
CM-11643,CON-51643,CY26 Q1 - Industry - AAJ Winter Convention,Industry Events,2026-02-11,Badge Scan,Customer,Tier 2,Southeast,No,,,,,,,Marcus Webb
CM-10926,CON-50926,CY26 Q1 direct-mail-1many-desk-clock (2/20/2026),Direct Mail,2026-02-21,Gift Delivered,Prospect,Tier 2,Southeast,Yes,2026-02-24,,,,,,Marcus Webb
CM-11187,CON-51187,CY26 Q1 direct-mail-1many-journal-socks (2/20/2026),Direct Mail,2026-02-21,Gift Delivered,Prospect,Tier 2,West,No,,,,,,,James O'Brien
CM-12170,CON-52170,[Paid Search],Paid Search,2026-02-07,-,Prospect,Tier 2,Northeast,No,,,,,,,David Kim
CM-11656,CON-51656,CY26 Q1 - Industry - AAJ Winter Convention,Industry Events,2026-02-08,Attended,Prospect,Tier 2,Southeast,No,,,,,,,David Kim
CM-11935,CON-51935,CY26 Q1 - Webinar - PI Firm Cash Flow Deep Dive,Webinar,2026-03-11,No Show,Prospect,Tier 2,Southwest,No,,,,,,,Marcus Webb
CM-10992,CON-50992,CY26 Q1 direct-mail-1many-fortune-cookies (2/06/2026),Direct Mail,2026-02-06,Gift Delivered,Prospect,Tier 2,West,No,,,,,,,Sarah Mitchell
CM-11265,CON-51265,CY26 Q1 direct-mail-1many-journal-socks (2/20/2026),Direct Mail,2026-02-18,-,Prospect,Tier 2,Southwest,No,,,,,,,David Kim
CM-11596,CON-51596,CY26 Q1 - Industry - AAJ Winter Convention,Industry Events,2026-02-14,Attended,Prospect,Enterprise,Southeast,No,,,,,,,James O'Brien
CM-11084,CON-51084,CY26 Q1 direct-mail-1many-fortune-cookies (2/06/2026),Direct Mail,2026-02-07,Gift Delivered,Prospect,Tier 1,West,No,,,,,,,David Kim
CM-11128,CON-51128,CY26 Q1 direct-mail-1many-fortune-cookies (2/06/2026),Direct Mail,2026-02-11,Gift Delivered,Prospect,Tier 2,Northeast,No,,,,,,,Rachel Torres
CM-11151,CON-51151,CY26 Q1 direct-mail-1many-fortune-cookies (2/06/2026),Direct Mail,2026-02-08,-,Prospect,Tier 1,Northeast,No,,,,,,,James O'Brien
CM-10317,CON-50317,CY26 Q1 - Hosted - Cleveland Cavaliers vs NY Knicks - 2026-02-24,Hosted Events,2026-02-26,No Show,Customer,Enterprise,Southwest,No,,,,,,,David Kim
CM-10610,CON-50610,CY26 Q1 direct-mail-1few-citrus-golf (1/22/26),Direct Mail,2026-01-24,-,Customer,Tier 2,Northeast,No,,,,,,,David Kim
CM-10074,CON-50074,CY26 Q1 - Hosted - ATL Peach Bowl - 2026-01-09,Hosted Events,2026-01-13,Attended,Prospect,Tier 2,Northeast,Yes,2026-02-03,,,,,,Rachel Torres
CM-11131,CON-51131,CY26 Q1 direct-mail-1many-fortune-cookies (2/06/2026),Direct Mail,2026-02-10,Gift Delivered,Churned,Tier 1,Northeast,No,,,,,,,James O'Brien
CM-11608,CON-51608,CY26 Q1 - Industry - AAJ Winter Convention,Industry Events,2026-02-14,Attended,Prospect,Tier 2,Northeast,No,,,,,,,David Kim
CM-10162,CON-50162,CY26 Q1 - Hosted - Broncos Playoff Game - 2026-01-17,Hosted Events,2026-01-22,No Show,Customer,Tier 1,Southwest,No,,,,,,,James O'Brien
CM-10685,CON-50685,CY26 Q1 direct-mail-1many-socks-journal (1/05/2026),Direct Mail,2026-01-04,Gift Delivered,Prospect,Tier 2,Southwest,No,,,,,,,Sarah Mitchell
CM-10916,CON-50916,CY26 Q1 direct-mail-1many-desk-clock (2/20/2026),Direct Mail,2026-02-21,Gift Delivered,Customer,Tier 2,Southwest,No,,,,,,,James O'Brien
CM-10744,CON-50744,CY26 Q1 direct-mail-1many-socks-journal (1/05/2026),Direct Mail,2026-01-07,Gift Delivered,Customer,Tier 1,Midwest,No,,,,,,,Rachel Torres
CM-11960,CON-51960,CY26 Q1 - Email - January Product Update,Email Marketing,2026-01-07,Opened,Prospect,Tier 1,West,No,,,,,,,Marcus Webb
CM-10075,CON-50075,CY26 Q1 - Hosted - ATL Peach Bowl - 2026-01-09,Hosted Events,2026-01-11,Attended,Prospect,Tier 1,Southeast,No,,,,,,,James O'Brien
CM-11095,CON-51095,CY26 Q1 direct-mail-1many-fortune-cookies (2/06/2026),Direct Mail,2026-02-08,-,Customer,Tier 2,West,No,,,,,,,Sarah Mitchell
CM-12219,CON-52219,[Paid Search],Paid Search,2026-02-10,-,Prospect,Tier 1,Southeast,No,,,,,,,David Kim
CM-12447,CON-52447,[Organic Search],Organic Search,2026-01-03,-,Prospect,Enterprise,Midwest,No,,,,,,,Marcus Webb
CM-12237,CON-52237,[Paid Search],Paid Search,2026-01-29,-,Prospect,Tier 2,Northeast,No,,,,,,,Sarah Mitchell
CM-12088,CON-52088,CY26 Q1 - Email - Express Demands Launch,Email Marketing,2026-03-06,-,Churned,Enterprise,Midwest,No,,,,,,,Rachel Torres
CM-11885,CON-51885,CY26 Q1 - Webinar - Settlement Benchmarks Report,Webinar,2026-02-12,Registered,Prospect,Enterprise,Southwest,No,,,,,,,James O'Brien
CM-11257,CON-51257,CY26 Q1 direct-mail-1many-journal-socks (2/20/2026),Direct Mail,2026-02-19,Gift Delivered,Prospect,Tier 1,Northeast,No,,,,,,,Rachel Torres
CM-10269,CON-50269,CY26 Q1 - Hosted - Chicago Bears Wild Card - 2026-01-10,Hosted Events,2026-01-14,Registered,Churned,Tier 1,Northeast,Yes,2026-01-22,OPP-80059,2026-02-18,215100.0,Discovery,,Rachel Torres
CM-11579,CON-51579,CY26 Q1 - Industry - AAJ Winter Convention,Industry Events,2026-02-12,Attended,Prospect,Enterprise,Northeast,No,,,,,,,Marcus Webb
CM-10427,CON-50427,CY26 Q1 - Hosted - Florida Panthers - 2026-02-04,Hosted Events,2026-02-07,Attended,Prospect,Tier 1,Northeast,Yes,2026-02-11,OPP-80098,2026-03-10,123700.0,Discovery,,James O'Brien
CM-12362,CON-52362,[Organic Search],Organic Search,2026-02-25,-,Customer,Tier 2,Northeast,No,,,,,,,Rachel Torres
CM-12422,CON-52422,[Organic Search],Organic Search,2026-02-05,-,Prospect,Tier 2,Northeast,No,,,,,,,Marcus Webb
CM-11768,CON-51768,CY26 Q1 - Webinar - AI Demand Letter Best Practices,Webinar,2026-01-17,No Show,Customer,Enterprise,Northeast,No,,,,,,,Marcus Webb
CM-10401,CON-50401,CY26 Q1 - Hosted - Enterprise Ski Summit - 2026-03-01,Hosted Events,2026-03-02,Attended,Customer,Tier 1,Midwest,No,,,,,,,Rachel Torres
CM-10994,CON-50994,CY26 Q1 direct-mail-1many-fortune-cookies (2/06/2026),Direct Mail,2026-02-11,Gift Delivered,Prospect,Enterprise,Southwest,No,,,,,,,Sarah Mitchell
CM-11328,CON-51328,CY26 Q1 direct-mail-1many-oreos-6pack (2/20/2026),Direct Mail,2026-02-18,Gift Delivered,Churned,Enterprise,West,No,,,,,,,James O'Brien
CM-11514,CON-51514,CY26 Q1 - Industry - NTL Miami Conference,Industry Events,2026-01-25,Visited Booth,Customer,Tier 2,Southwest,No,,,,,,,Marcus Webb
CM-10842,CON-50842,CY26 Q1 direct-mail-1many-socks-journal (1/05/2026),Direct Mail,2026-01-10,-,Churned,Tier 2,Southwest,No,,,,,,,Sarah Mitchell
CM-12489,CON-52489,[Direct Traffic],Direct Traffic,2026-03-04,-,Prospect,Tier 1,West,No,,,,,,,Sarah Mitchell
CM-11947,CON-51947,CY26 Q1 - Webinar - PI Firm Cash Flow Deep Dive,Webinar,2026-03-14,Attended,Prospect,Enterprise,West,No,,,,,,,Sarah Mitchell
CM-12521,CON-52521,[Direct Traffic],Direct Traffic,2026-02-17,-,Customer,Tier 2,Southeast,No,,,,,,,James O'Brien
CM-12267,CON-52267,[Paid Search],Paid Search,2026-02-09,-,Prospect,Tier 2,Midwest,No,,,,,,,Marcus Webb
CM-11416,CON-51416,CY26 Q1 direct-mail-1many-milkbar-cake (1/29/26),Direct Mail,2026-02-02,-,Prospect,Tier 1,Midwest,No,,,,,,,Rachel Torres
CM-12118,CON-52118,[Paid Search],Paid Search,2026-03-15,-,Prospect,Tier 2,Northeast,No,,,,,,,Sarah Mitchell
CM-10987,CON-50987,CY26 Q1 direct-mail-1many-fortune-cookies (2/06/2026),Direct Mail,2026-02-04,Gift Delivered,Prospect,Tier 2,Southeast,No,,,,,,,Marcus Webb
CM-12527,CON-52527,[Direct Traffic],Direct Traffic,2026-03-06,-,Prospect,Tier 1,Northeast,No,,,,,,,Sarah Mitchell
CM-10133,CON-50133,CY26 Q1 - Hosted - Boston Bruins vs NY Rangers - 2026-01-10,Hosted Events,2026-01-13,Attended,Prospect,Tier 2,Southwest,Yes,2026-01-14,,,,,,Marcus Webb
CM-10713,CON-50713,CY26 Q1 direct-mail-1many-socks-journal (1/05/2026),Direct Mail,2026-01-05,Gift Delivered,Prospect,Tier 2,Northeast,No,,,,,,,Rachel Torres
CM-10898,CON-50898,CY26 Q1 direct-mail-1many-desk-clock (2/20/2026),Direct Mail,2026-02-20,Gift Delivered,Prospect,Tier 2,West,Yes,2026-03-10,,,,,,David Kim
CM-11173,CON-51173,CY26 Q1 direct-mail-1many-journal-socks (2/20/2026),Direct Mail,2026-02-20,Gift Delivered,Prospect,Tier 2,West,No,,,,,,,Sarah Mitchell
CM-10308,CON-50308,CY26 Q1 - Hosted - Cleveland Cavaliers vs NY Knicks - 2026-02-24,Hosted Events,2026-02-26,Attended,Customer,Tier 1,Southwest,Yes,2026-03-12,OPP-80064,2026-03-27,133400.0,Closed Lost,,David Kim
CM-12438,CON-52438,[Organic Search],Organic Search,2026-02-18,-,Prospect,Tier 1,Southeast,No,,,,,,,Marcus Webb
CM-11062,CON-51062,CY26 Q1 direct-mail-1many-fortune-cookies (2/06/2026),Direct Mail,2026-02-06,Gift Delivered,Prospect,Enterprise,Midwest,No,,,,,,,Marcus Webb
CM-11984,CON-51984,CY26 Q1 - Email - January Product Update,Email Marketing,2026-01-07,Clicked,Prospect,Tier 2,Southeast,No,,,,,,,Sarah Mitchell
CM-12449,CON-52449,[Organic Search],Organic Search,2026-03-10,-,Prospect,Enterprise,West,No,,,,,,,Sarah Mitchell
CM-11820,CON-51820,CY26 Q1 - Webinar - Settlement Benchmarks Report,Webinar,2026-02-12,Attended,Prospect,Tier 2,Southeast,No,,,,,,,Sarah Mitchell
CM-10253,CON-50253,CY26 Q1 - Hosted - Chicago Bears Wild Card - 2026-01-10,Hosted Events,2026-01-08,Attended,Customer,Tier 2,Northeast,No,,,,,,,Marcus Webb
CM-11638,CON-51638,CY26 Q1 - Industry - AAJ Winter Convention,Industry Events,2026-02-11,Badge Scan,Customer,Tier 2,Northeast,Yes,2026-02-25,,,,,,Rachel Torres
CM-11464,CON-51464,CY26 Q1 - Industry - NTL Miami Conference,Industry Events,2026-01-20,Badge Scan,Churned,Enterprise,Southwest,No,,,,,,,Marcus Webb
CM-12485,CON-52485,[Direct Traffic],Direct Traffic,2026-03-20,-,Prospect,Tier 1,Midwest,No,,,,,,,Rachel Torres
CM-10113,CON-50113,CY26 Q1 - Hosted - Boston Bruins vs NY Rangers - 2026-01-10,Hosted Events,2026-01-09,Registered,Prospect,Tier 1,West,No,,,,,,,David Kim
CM-10781,CON-50781,CY26 Q1 direct-mail-1many-socks-journal (1/05/2026),Direct Mail,2026-01-06,Gift Delivered,Prospect,Tier 1,Southwest,No,,,,,,,Marcus Webb
CM-11385,CON-51385,CY26 Q1 direct-mail-1many-milkbar-cake (1/29/26),Direct Mail,2026-02-02,Gift Delivered,Prospect,Tier 2,West,No,,,,,,,James O'Brien
CM-11998,CON-51998,CY26 Q1 - Email - January Product Update,Email Marketing,2026-01-07,-,Customer,Enterprise,West,No,,,,,,,James O'Brien
CM-11512,CON-51512,CY26 Q1 - Industry - NTL Miami Conference,Industry Events,2026-01-22,Attended,Prospect,Enterprise,Southeast,Yes,2026-01-30,OPP-80165,2026-02-09,14000.0,Negotiation,,Rachel Torres
CM-12054,CON-52054,CY26 Q1 - Email - Anthem Injury Lawyers ROI,Email Marketing,2026-02-20,Opened,Prospect,Tier 2,Northeast,No,,,,,,,Rachel Torres
CM-10739,CON-50739,CY26 Q1 direct-mail-1many-socks-journal (1/05/2026),Direct Mail,2026-01-10,Gift Delivered,Prospect,Enterprise,Southeast,Yes,2026-01-20,,,,,,Marcus Webb
CM-10338,CON-50338,CY26 Q1 - Hosted - Columbus Blue Jackets - 2026-01-28,Hosted Events,2026-02-01,Attended,Churned,Tier 2,Southwest,Yes,2026-02-03,,,,,,David Kim
CM-10549,CON-50549,CY26 Q1 direct-mail-1few-apple-watch (1/30/26),Direct Mail,2026-02-03,Gift Delivered,Prospect,Tier 1,Midwest,No,,,,,,,Rachel Torres
CM-11381,CON-51381,CY26 Q1 direct-mail-1many-milkbar-cake (1/29/26),Direct Mail,2026-01-30,Gift Delivered,Churned,Tier 2,Northeast,No,,,,,,,Rachel Torres
CM-10339,CON-50339,CY26 Q1 - Hosted - Columbus Blue Jackets - 2026-01-28,Hosted Events,2026-01-27,Registered,Prospect,Tier 2,Midwest,No,,,,,,,Marcus Webb
CM-10207,CON-50207,CY26 Q1 - Hosted - Buffalo Sabres - 2026-02-05,Hosted Events,2026-02-04,Attended,Customer,Enterprise,Southeast,No,,,,,,,Rachel Torres
CM-11859,CON-51859,CY26 Q1 - Webinar - Settlement Benchmarks Report,Webinar,2026-02-11,Registered,Customer,Tier 2,Southwest,No,,,,,,,Rachel Torres
CM-12033,CON-52033,CY26 Q1 - Email - Case Study McCready Law,Email Marketing,2026-02-01,Clicked,Customer,Tier 2,Midwest,No,,,,,,,Marcus Webb
CM-11808,CON-51808,CY26 Q1 - Webinar - AI Demand Letter Best Practices,Webinar,2026-01-20,Registered,Prospect,Enterprise,West,No,,,,,,,Rachel Torres
CM-11880,CON-51880,CY26 Q1 - Webinar - Settlement Benchmarks Report,Webinar,2026-02-11,Registered,Prospect,Tier 2,West,Yes,2026-02-23,OPP-80198,2026-03-25,26200.0,Discovery,,Sarah Mitchell
CM-11453,CON-51453,CY26 Q1 direct-mail-1many-milkbar-cake (1/29/26),Direct Mail,2026-02-02,Gift Delivered,Prospect,Tier 2,West,No,,,,,,,David Kim
CM-11411,CON-51411,CY26 Q1 direct-mail-1many-milkbar-cake (1/29/26),Direct Mail,2026-01-31,Gift Delivered,Customer,Tier 2,Midwest,No,,,,,,,Sarah Mitchell
CM-11670,CON-51670,CY26 Q1 - Industry - Mass Torts Made Perfect,Industry Events,2026-03-05,Registered,Prospect,Tier 2,Midwest,No,,,,,,,David Kim
CM-12061,CON-52061,CY26 Q1 - Email - Anthem Injury Lawyers ROI,Email Marketing,2026-02-23,Opened,Prospect,Enterprise,Northeast,No,,,,,,,Marcus Webb
CM-11391,CON-51391,CY26 Q1 direct-mail-1many-milkbar-cake (1/29/26),Direct Mail,2026-01-31,Gift Delivered,Customer,Tier 2,Southwest,No,,,,,,,Marcus Webb
CM-10174,CON-50174,CY26 Q1 - Hosted - Broncos Playoff Game - 2026-01-17,Hosted Events,2026-01-20,No Show,Prospect,Enterprise,Midwest,No,,,,,,,James O'Brien
CM-10540,CON-50540,CY26 Q1 - Hosted - Hurricanes vs Detroit Red Wings - 2026-02-28,Hosted Events,2026-02-27,Registered,Customer,Tier 2,Northeast,No,,,,,,,James O'Brien
CM-12478,CON-52478,[Organic Social],Organic Social,2026-02-18,-,Prospect,Tier 2,Midwest,No,,,,,,,David Kim
CM-12342,CON-52342,[Organic Search],Organic Search,2026-01-11,-,Prospect,Tier 1,Southeast,No,,,,,,,David Kim
CM-10770,CON-50770,CY26 Q1 direct-mail-1many-socks-journal (1/05/2026),Direct Mail,2026-01-03,Gift Delivered,Prospect,Tier 1,Southwest,No,,,,,,,Sarah Mitchell
CM-10940,CON-50940,CY26 Q1 direct-mail-1many-desk-clock (2/20/2026),Direct Mail,2026-02-23,Gift Delivered,Prospect,Enterprise,Northeast,No,,,,,,,James O'Brien
CM-11540,CON-51540,CY26 Q1 - Industry - NTL Miami Conference,Industry Events,2026-01-23,Attended,Prospect,Tier 2,Midwest,Yes,2026-02-02,OPP-80170,2026-02-11,5000.0,Closed Lost,,David Kim
CM-11846,CON-51846,CY26 Q1 - Webinar - Settlement Benchmarks Report,Webinar,2026-02-14,No Show,Prospect,Tier 2,Northeast,No,,,,,,,Rachel Torres
CM-12229,CON-52229,[Paid Search],Paid Search,2026-01-12,-,Prospect,Tier 2,Southwest,No,,,,,,,Marcus Webb
CM-11014,CON-51014,CY26 Q1 direct-mail-1many-fortune-cookies (2/06/2026),Direct Mail,2026-02-07,-,Prospect,Enterprise,Southeast,No,,,,,,,Marcus Webb
CM-12518,CON-52518,[Direct Traffic],Direct Traffic,2026-02-06,-,Prospect,Enterprise,Midwest,No,,,,,,,Sarah Mitchell
CM-10828,CON-50828,CY26 Q1 direct-mail-1many-socks-journal (1/05/2026),Direct Mail,2026-01-07,Gift Delivered,Prospect,Enterprise,Northeast,No,,,,,,,David Kim
CM-10662,CON-50662,CY26 Q1 direct-mail-1many-socks-journal (1/05/2026),Direct Mail,2026-01-08,-,Churned,Enterprise,West,No,,,,,,,Sarah Mitchell
CM-11745,CON-51745,CY26 Q1 - Industry - Mass Torts Made Perfect,Industry Events,2026-03-05,Attended,Churned,Tier 1,West,No,,,,,,,Rachel Torres
CM-11758,CON-51758,CY26 Q1 - Webinar - AI Demand Letter Best Practices,Webinar,2026-01-14,Attended,Prospect,Enterprise,Northeast,No,,,,,,,James O'Brien
CM-11256,CON-51256,CY26 Q1 direct-mail-1many-journal-socks (2/20/2026),Direct Mail,2026-02-22,Gift Delivered,Prospect,Tier 1,Midwest,No,,,,,,,David Kim
CM-11955,CON-51955,CY26 Q1 - Email - January Product Update,Email Marketing,2026-01-08,-,Prospect,Tier 1,Southeast,No,,,,,,,David Kim
CM-11373,CON-51373,CY26 Q1 direct-mail-1many-milkbar-cake (1/29/26),Direct Mail,2026-02-01,Gift Delivered,Prospect,Tier 1,Southwest,No,,,,,,,Rachel Torres
CM-12517,CON-52517,[Direct Traffic],Direct Traffic,2026-03-25,-,Prospect,Tier 2,Midwest,No,,,,,,,Marcus Webb
